"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"EPI_ISL_315213","B/Yamagata","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_323024","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_315214","B/Yamagata","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_330612","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_306143","B/Yamagata","Centers for Disease Control and Prevention","CENETROP"
"EPI_ISL_315083","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_307824","B/Yamagata","Centers for Disease Control and Prevention","Public Health Laboratory, Virology Unit"
"EPI_ISL_309997","B/Yamagata","Crick Worldwide Influenza Centre","Nicosia General Hospital"
"EPI_ISL_314646","B/Yamagata","Ministry of Health Turkey","Refik Saydam National Public Health Agency"
"EPI_ISL_330141","B/Yamagata","Crick Worldwide Influenza Centre","Pasteur Institut of Côte d'Ivoire"
"EPI_ISL_304862","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_330984","B/Yamagata","Centers for Disease Control and Prevention","Institute of Immunology and Virology Torlak"
"EPI_ISL_320081","B/Yamagata","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_302747","B/Yamagata","Institut Pasteur",NA
"EPI_ISL_376444","B/Yamagata",NA,NA
"EPI_ISL_390977","B/Yamagata","University of Tokyo, Institute of Medical Science","University of Tokyo, Institute of Medical Science"
"EPI_ISL_306057","B/Yamagata","National Institute of Infectious Diseases (NIID)","National Institute of Infectious Diseases (NIID)"
"EPI_ISL_390976","B/Yamagata","University of Tokyo, Institute of Medical Science","University of Tokyo, Institute of Medical Science"
"EPI_ISL_334801","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_301125","B/Yamagata","Public Health Agency of Canada (PHAC)",NA
"EPI_ISL_361645","B/Yamagata","Centers for Disease Control and Prevention","Marshfield Clinic Research Foundation"
"EPI_ISL_373140","B/Yamagata",NA,NA
"EPI_ISL_313745","B/Yamagata","Centers for Disease Control and Prevention","Wisconsin State Laboratory of Hygiene"
"EPI_ISL_312750","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Pathwest QE II Medical Centre"
"EPI_ISL_315863","B/Yamagata","Central Research Institute of Epidemiology",NA
"EPI_ISL_391627","B/Yamagata","The University of Hong Kong","The University of Hong Kong"
"EPI_ISL_335082","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_334806","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_334805","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_330066","B/Yamagata","Centers for Disease Control and Prevention","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_330619","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_332050","B/Yamagata","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_322208","B/Yamagata","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo"
"EPI_ISL_304482","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_322207","B/Yamagata","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo"
"EPI_ISL_322023","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Laboratoriosde Salud (INLASA)"
"EPI_ISL_313649","B/Yamagata","Centers for Disease Control and Prevention","National Public Health Laboratory"
"EPI_ISL_313648","B/Yamagata","Centers for Disease Control and Prevention","National Public Health Laboratory"
"EPI_ISL_321191","B/Yamagata","Centers for Disease Control and Prevention","National Institute of Virology"
"EPI_ISL_313208","B/Yamagata","Centers for Disease Control and Prevention","National Public Health Laboratory"
"EPI_ISL_330307","B/Yamagata","Crick Worldwide Influenza Centre","Centre for Diseases Control and Prevention"
"EPI_ISL_330306","B/Yamagata","Crick Worldwide Influenza Centre","Centre for Diseases Control and Prevention"
"EPI_ISL_314630","B/Yamagata","Ministry of Health Turkey","Refik Saydam National Public Health Agency"
"EPI_ISL_319685","B/Yamagata","Centers for Disease Control and Prevention","CDC-Kenya"
"EPI_ISL_367835","B/Yamagata","Crick Worldwide Influenza Centre","INRSP-Institut National de Recherches en Sante Publique"
"EPI_ISL_319681","B/Yamagata","Centers for Disease Control and Prevention","CDC-Kenya"
"EPI_ISL_315930","B/Yamagata","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_301671","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_315933","B/Yamagata","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_304881","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_312198","B/Yamagata","National Institute of Infectious Diseases (NIID)","Ehime Prefecture Institute of Public Health and Environmental Science"
"EPI_ISL_334720","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_334807","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_305124","B/Yamagata","Centers for Disease Control and Prevention","Dallas County Health and Human Services"
"EPI_ISL_305129","B/Yamagata","Centers for Disease Control and Prevention","Alaska State Virology Lab"
"EPI_ISL_361683","B/Yamagata","Centers for Disease Control and Prevention","Marshfield Clinic Research Foundation"
"EPI_ISL_361010","B/Yamagata","Centers for Disease Control and Prevention","Marshfield Clinic Research Foundation"
"EPI_ISL_312745","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_322507","B/Yamagata","WHO National Influenza Centre Russian Federation",NA
"EPI_ISL_312752","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_334717","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_391628","B/Yamagata","The University of Hong Kong","The University of Hong Kong"
"EPI_ISL_331601","B/Yamagata","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_330624","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_332025","B/Yamagata","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_323025","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_322000","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Laboratoriosde Salud (INLASA)"
"EPI_ISL_309657","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Enfermedades Infecciosas"
"EPI_ISL_312004","B/Yamagata","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_314844","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_313647","B/Yamagata","Centers for Disease Control and Prevention","National Public Health Laboratory"
"EPI_ISL_313641","B/Yamagata","Centers for Disease Control and Prevention","National Public Health Laboratory"
"EPI_ISL_313646","B/Yamagata","Centers for Disease Control and Prevention","National Public Health Laboratory"
"EPI_ISL_321998","B/Yamagata","Centers for Disease Control and Prevention","National Institute of Virology"
"EPI_ISL_313108","B/Yamagata","Centers for Disease Control and Prevention","Central Public Health Laboratory, Ministry of Health"
"EPI_ISL_314496","B/Yamagata","Centers for Disease Control and Prevention","Rafic Hariri University Hospital 4th floor DNA/Research Lab"
"EPI_ISL_310002","B/Yamagata","Crick Worldwide Influenza Centre","Nicosia General Hospital"
"EPI_ISL_319686","B/Yamagata","Centers for Disease Control and Prevention","CDC-Kenya"
"EPI_ISL_320673","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_320933","B/Yamagata","Centers for Disease Control and Prevention","Laboratório de Isolamento Viral"
"EPI_ISL_305732","B/Yamagata","Institut Pasteur",NA
"EPI_ISL_312032","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_312639","B/Yamagata","Cantacuzino Institute","Cantacuzino Institute"
"EPI_ISL_313893","B/Yamagata","Finnish Institute for Health and Welfare, THL","Finnish Institute for Health and Welfare, THL"
"EPI_ISL_315193","B/Yamagata","National Institute of Infectious Diseases (NIID)","Shizuoka City Institute of Environmental Sciences and Public Health"
"EPI_ISL_390999","B/Yamagata","University of Tokyo, Institute of Medical Science","University of Tokyo, Institute of Medical Science"
"EPI_ISL_309783","B/Yamagata","National Institute of Infectious Diseases (NIID)","National Institute of Infectious Diseases (NIID)"
"EPI_ISL_334719","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_334711","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_306147","B/Yamagata","Centers for Disease Control and Prevention","Oregon Public Health Laboratory"
"EPI_ISL_361517","B/Yamagata","Centers for Disease Control and Prevention","Marshfield Clinic Research Foundation"
"EPI_ISL_305870","B/Yamagata","Centers for Disease Control and Prevention","Connecticut Department. of Public Health"
"EPI_ISL_322509","B/Yamagata","WHO National Influenza Centre Russian Federation",NA
"EPI_ISL_335085","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_334810","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_334780","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_334714","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_330628","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_331602","B/Yamagata","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_330630","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_329920","B/Yamagata","Centers for Disease Control and Prevention","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_322019","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Laboratoriosde Salud (INLASA)"
"EPI_ISL_330221","B/Yamagata","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_314568","B/Yamagata","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_322010","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Laboratoriosde Salud (INLASA)"
"EPI_ISL_322009","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Laboratoriosde Salud (INLASA)"
"EPI_ISL_321988","B/Yamagata","Centers for Disease Control and Prevention","National Institute of Virology"
"EPI_ISL_331499","B/Yamagata","Centers for Disease Control and Prevention","National Institute of Health"
"EPI_ISL_330309","B/Yamagata","Crick Worldwide Influenza Centre","Centre for Diseases Control and Prevention"
"EPI_ISL_314077","B/Yamagata","Crick Worldwide Influenza Centre","Institut National d'Hygiène"
"EPI_ISL_313189","B/Yamagata","Centers for Disease Control and Prevention","INRB Service de Virologie"
"EPI_ISL_330149","B/Yamagata","Crick Worldwide Influenza Centre","Pasteur Institut of Côte d'Ivoire"
"EPI_ISL_322831","B/Yamagata","Centers for Disease Control and Prevention","Institut Pasteur de Madagascar"
"EPI_ISL_303644","B/Yamagata","Hospital Universitari Vall d'Hebron","Hospital Universitari Vall d'Hebron"
"EPI_ISL_305749","B/Yamagata","Institut Pasteur",NA
"EPI_ISL_310016","B/Yamagata","Crick Worldwide Influenza Centre","Robert Koch Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_320590","B/Yamagata","Scientific Institute of Public Health (WIV-ISP)","Sciensano (Scientific Institute of Public Health)"
"EPI_ISL_391000","B/Yamagata","University of Tokyo, Institute of Medical Science","University of Tokyo, Institute of Medical Science"
"EPI_ISL_390964","B/Yamagata","University of Tokyo, Institute of Medical Science","University of Tokyo, Institute of Medical Science"
"EPI_ISL_390952","B/Yamagata","University of Tokyo, Institute of Medical Science","University of Tokyo, Institute of Medical Science"
"EPI_ISL_334755","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_334701","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_361543","B/Yamagata","Centers for Disease Control and Prevention","Marshfield Clinic Research Foundation"
"EPI_ISL_361545","B/Yamagata","Centers for Disease Control and Prevention","Marshfield Clinic Research Foundation"
"EPI_ISL_376922","B/Yamagata",NA,NA
"EPI_ISL_361064","B/Yamagata","Centers for Disease Control and Prevention","Marshfield Clinic Research Foundation"
"EPI_ISL_305904","B/Yamagata","Centers for Disease Control and Prevention","Montana Laboratory Services Bureau"
"EPI_ISL_317523","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Environmental Science and Research (ESR)"
"EPI_ISL_320908","B/Yamagata","Centers for Disease Control and Prevention","State Research Center of Virology and Biotechnology (VECTOR)"
"EPI_ISL_320887","B/Yamagata","Centers for Disease Control and Prevention","Ivanovsky Research Institute of Virology RAMS"
"EPI_ISL_321389","B/Yamagata","Crick Worldwide Influenza Centre","Ivanovsky Research Institute of Virology RAMS"
"EPI_ISL_332327","B/Yamagata","Centers for Disease Control and Prevention","Ivanovsky Research Institute of Virology RAMS"
"EPI_ISL_316143","B/Yamagata","Central Research Institute of Epidemiology",NA
"EPI_ISL_302769","B/Yamagata","Centers for Disease Control, R.O.C. (Taiwan)",NA
"EPI_ISL_334812","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_334726","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
